SL. No,SPECIMEN,JOURNAL TITLE,geometry_signature,y,y_from_fem,replicate_count
247,1200 S 162-68-100-1-1,Soroori Rad 2011,c1df51f72b630d7b219cd6d6250d1171,27.29,False,1
248,1200 S 162-68-100-1-2,Soroori Rad 2011,eb965ce75a9a71273152e4404da4ddac,27.55,False,1
249,1200 S 162-68-100-2-1,Soroori Rad 2011,520f39b8b86ab00609b718694826886e,27.66,False,1
250,1200 S 162-68-100-2-2,Soroori Rad 2011,e788691828f027e5fa4852dd61e811cd,25.9,False,1
251,1200 S 162-68-100-3-1,Soroori Rad 2011,7d56f110c5be10eb37096342cdf4bf85,27.55,False,1
252,1200 S 162-68-100-3-2,Soroori Rad 2011,2427c288e6018645b6256de511a2a606,27.79,False,1
253,1200 S 162-68-95-1-1,Soroori Rad 2011,7fd65aa3d49ac5fc19624d6641364e2d,27.41,False,1
254,1200 S 162-68-95-1-2,Soroori Rad 2011,2697c346254f6421bd2a2589defdf612,27.58,False,1
255,1200 S 162-68-95-2-1,Soroori Rad 2011,9e34cfabccd629f8f6a1f34eb4996f2c,28.05,False,1
256,1200 S 162-68-95-2-2,Soroori Rad 2011,a9f3de89d71ddd1fd5394acb0cc9063e,28.96,False,1
257,1200 S 162-68-95-3-1,Soroori Rad 2011,00cfd8e4d55bc8a74b4070be2a6f957c,28.73,False,1
258,1200 S 162-68-95-3-2,Soroori Rad 2011,1df5b04dc5e6338d3a031cfd994eb8a5,29.21,False,1
259,1200 S 162-68-90-1-1,Soroori Rad 2011,915d2b55c5dc472a513619f9a8ebf4e9,27.1,False,1
260,1200 S 162-68-90-1-2,Soroori Rad 2011,1a2c38b5c4914514fb7490a06dc85adf,27.5,False,1
261,1200 S 162-68-90-2-1,Soroori Rad 2011,c61a1b66dafed5d2bbe4bc1db2f7308d,26.82,False,1
262,1200 S 162-68-90-2-2,Soroori Rad 2011,f25c2c065137ae384da4c4b168c5c77c,27.53,False,1
263,1200 S 162-68-90-3-1,Soroori Rad 2011,957547fbe001f8745f70ae1ebd8324c6,27.83,False,1
264,1200 S 162-68-90-3-2,Soroori Rad 2011,49b9e9653552316b2fd355fc0dc9feee,27.84,False,1
265,1200 S 162-68-85-1-1,Soroori Rad 2011,2aace3eaf7c92ace1aa56548d7e0bbbc,27.03,False,1
266,1200 S 162-68-85-1-2,Soroori Rad 2011,66a655085eb8df4cae6e7c7f3713f1b8,28.47,False,1
267,1200 S 162-68-85-2-1,Soroori Rad 2011,e05ab4a92183e1f2979163ba00773c8e,28.47,False,1
268,1200 S 162-68-85-2-2,Soroori Rad 2011,754a1c90134ab5b37f9fb06efe0caf3c,27.61,False,1
269,1200 S 162-68-85-3-1,Soroori Rad 2011,8c061792dd22b76e0f24c88cc54a682a,29.35,False,1
270,1200 S 162-68-85-3-2,Soroori Rad 2011,80d4a3242c65b5d9519d3089ef1e9c1f,28.56,False,1
271,C240-L4000-EEH1-D0.4-B2,"Chandramohan et al., 2025",dbea8d54260120b55ccb167468cfd0a3,11.21,True,4
272,C240-L4000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",3a6058d025c067e5a6096f88eb27c737,9.95,True,8
273,C240-L4000-EEH1-D0.4-B3,"Chandramohan et al., 2025",2a073d35b4747a6a661c8b9d5dda6feb,9.65,True,4
274,C240-L4000-EEH1-D0.5-B2,"Chandramohan et al., 2025",35b086c56c1da39f676a89c278f18d32,10.02,True,4
275,C240-L4000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",3a6058d025c067e5a6096f88eb27c737,9.38,True,8
276,C240-L4000-EEH1-D0.6-B2,"Chandramohan et al., 2025",59fecd56b78272f1d5e6a484b879111d,8.97,True,4
277,C240-L4000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",32aaa2ed42c53faed9459296d9a47a07,9.9,True,4
278,C240-L4000-EEH1-D0.6-B3,"Chandramohan et al., 2025",acad8dbfe68453bbe86deaac24b75ea7,9.27,True,4
279,C290-L4000-EEH1-D0.4-B2,"Chandramohan et al., 2025",4a3b5d46e3e56b67a0534c3407129cca,8.67,True,4
280,C290-L4000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",f5814afc550613e91b5d98ff95df50a8,16.55,True,4
281,C290-L4000-EEH1-D0.5-B2,"Chandramohan et al., 2025",58a87aa47bf76dabb1dbabb997624f4f,15.08,True,4
282,C290-L4000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",a9c9456452c123728eaef475c3bd517a,16.2,True,4
283,C290-L4000-EEH1-D0.6-B2,"Chandramohan et al., 2025",5a518b3aee9b0e1de4087aca08657ee4,15.46,True,4
284,C290-L4000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",fbd1fa24cec5dd06582e6970f5ac1806,14.68,True,4
285,C290-L4000-EEH1-D0.6-B3,"Chandramohan et al., 2025",1661bd3b90b4b91d0c93ee7f1a041f5f,15.7,True,4
286,C240-L6000-EEH1-D0.4-B2,"Chandramohan et al., 2025",c9569ab083fca0d777de5affdb50c53f,10.89,True,4
287,C240-L6000-EEH3-D0.4-B2,"Chandramohan et al., 2025",e673cac1a62758dc197dc18bc191f946,10.69,True,4
288,C240-L6000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",dca14988b4f1fa478dad1bdc7855d8c1,10.37,True,4
289,C240-L6000-EEH3-D0.4-B2.5,"Chandramohan et al., 2025",ce18f7262e7c08225218a62d1835e574,10.08,True,4
290,C240-L6000-EEH1-D0.4-B3,"Chandramohan et al., 2025",963c279579687325cf65d7816d746cda,9.95,True,4
291,C240-L6000-EEH3-D0.4-B3,"Chandramohan et al., 2025",7c92c4df9bd7cd02299e19fe67d53071,9.22,True,4
292,C240-L6000-EEH1-D0.5-B2,"Chandramohan et al., 2025",7a5b9a94283420d8345ade98fccb8343,10.33,True,4
293,C240-L6000-EEH3-D0.5-B2,"Chandramohan et al., 2025",3f06e4a668e410a05799a101e5c95d37,9.19,True,4
294,C240-L6000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",0a0dce3d81eec912054cde6bbc93e2f6,9.74,True,4
295,C240-L6000-EEH3-D0.5-B2.5,"Chandramohan et al., 2025",fd64c2006a42e1fe9eafbc7b96757843,8.78,True,4
296,C240-L6000-EEH1-D0.5-B3,"Chandramohan et al., 2025",6fd7f9f6f4f02162595aa7e4e1dc547e,9.18,True,4
297,C240-L6000-EEH3-D0.5-B3,"Chandramohan et al., 2025",fa2f4ff05f6cc78261f9adaf55d8357b,8.39,True,4
298,C240-L6000-EEH1-D0.6-B2,"Chandramohan et al., 2025",c617f30653fa0f185c22161c0b2a62b0,10.2,True,4
299,C240-L6000-EEH3-D0.6-B2,"Chandramohan et al., 2025",0bd195310aa0697ac0d23496e708abcc,8.91,True,4
300,C240-L6000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",0c41e698174bd6f8aa4d6c418a25888e,9.63,True,4
301,C240-L6000-EEH3-D0.6-B2.5,"Chandramohan et al., 2025",806dd35b8cdadc4f4ba02e0cf8b5a056,8.16,True,4
302,C240-L6000-EEH1-D0.6-B3,"Chandramohan et al., 2025",71571da1f7eb7125db563b7f1600c8ac,8.87,True,4
303,C240-L6000-EEH3-D0.6-B3,"Chandramohan et al., 2025",aa1c6d696208367d9a2169f48101faff,7.59,True,4
304,C290-L6000-EEH1-D0.4-B2,"Chandramohan et al., 2025",2176bd19b6945c30e88bb85619db4a04,15.85,True,4
305,C290-L6000-EEH3-D0.4-B2,"Chandramohan et al., 2025",3b584d5cf338a5aa11cc55dc9f21f39f,15.57,True,4
306,C290-L6000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",0a3f84b5efa3c4b1d2d6f44b8593d488,15.3,True,4
307,C290-L6000-EEH3-D0.4-B2.5,"Chandramohan et al., 2025",7c9b7f765badf7e1cb8f51e35f011395,15.05,True,4
308,C290-L6000-EEH1-D0.4-B3,"Chandramohan et al., 2025",8a6cb5e45e812e6685d0515a9e457183,14.82,True,4
309,C290-L6000-EEH3-D0.4-B3,"Chandramohan et al., 2025",094e3701ef741971d15a7132b2cb311b,14.48,True,4
310,C290-L6000-EEH1-D0.5-B2,"Chandramohan et al., 2025",45b8b2684ec6c674633f38a517f85b68,14.99,True,4
311,C290-L6000-EEH3-D0.5-B2,"Chandramohan et al., 2025",5e3949193432d06b06987eddfa4249c1,14.65,True,4
312,C290-L6000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",4569f04825bf153a0a71a1c7332330d3,14.25,True,4
313,C290-L6000-EEH3-D0.5-B2.5,"Chandramohan et al., 2025",43f60415e409cfe65620acb92d805d15,13.52,True,4
314,C290-L6000-EEH1-D0.5-B3,"Chandramohan et al., 2025",bf9141d1d5e972e6ac07dfdd3d77aed3,13.63,True,4
315,C290-L6000-EEH3-D0.5-B3,"Chandramohan et al., 2025",151c98cab4dcddd5df2bf55e31a72d5f,12.71,True,4
316,C290-L6000-EEH1-D0.6-B2,"Chandramohan et al., 2025",be4be35294a8566470750a2aa0870f82,12.76,True,4
317,C290-L6000-EEH3-D0.6-B2,"Chandramohan et al., 2025",cb8bba0ebdf2b8f24012e4eef253f1a1,12.62,True,4
318,C290-L6000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",103332ffc3b02eb9a410b370558e5ec6,12.06,True,4
319,C290-L6000-EEH3-D0.6-B2.5,"Chandramohan et al., 2025",eb6ba40bfc4c49967977c0980db5575a,11.98,True,4
320,C290-L6000-EEH1-D0.6-B3,"Chandramohan et al., 2025",bdd95f93fff398856e2d718424eaec71,11.52,True,4
321,C290-L6000-EEH3-D0.6-B3,"Chandramohan et al., 2025",47faf717b3981dc3fb3e6bb24ab6cd65,11.38,True,4
322,C240-L4000-EEH1-D0.4-B2,"Chandramohan et al., 2025",dbea8d54260120b55ccb167468cfd0a3,13.2,True,4
323,C240-L4000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",3a6058d025c067e5a6096f88eb27c737,12.83,True,8
324,C240-L4000-EEH1-D0.4-B3,"Chandramohan et al., 2025",2a073d35b4747a6a661c8b9d5dda6feb,12.41,True,4
325,C240-L4000-EEH1-D0.5-B2,"Chandramohan et al., 2025",35b086c56c1da39f676a89c278f18d32,12.62,True,4
327,C240-L4000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",3a6058d025c067e5a6096f88eb27c737,12.18,True,8
328,C240-L4000-EEH1-D0.6-B2,"Chandramohan et al., 2025",59fecd56b78272f1d5e6a484b879111d,11.69,True,4
329,C240-L4000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",32aaa2ed42c53faed9459296d9a47a07,12.34,True,4
330,C240-L4000-EEH1-D0.6-B3,"Chandramohan et al., 2025",acad8dbfe68453bbe86deaac24b75ea7,11.16,True,4
331,C290-L4000-EEH1-D0.4-B2,"Chandramohan et al., 2025",4a3b5d46e3e56b67a0534c3407129cca,10.64,True,4
332,C290-L4000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",f5814afc550613e91b5d98ff95df50a8,19.38,True,4
333,C290-L4000-EEH1-D0.5-B2,"Chandramohan et al., 2025",58a87aa47bf76dabb1dbabb997624f4f,18.16,True,4
334,C290-L4000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",a9c9456452c123728eaef475c3bd517a,18.72,True,4
335,C290-L4000-EEH1-D0.6-B2,"Chandramohan et al., 2025",5a518b3aee9b0e1de4087aca08657ee4,18.37,True,4
336,C290-L4000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",fbd1fa24cec5dd06582e6970f5ac1806,17.68,True,4
337,C290-L4000-EEH1-D0.6-B3,"Chandramohan et al., 2025",1661bd3b90b4b91d0c93ee7f1a041f5f,17.65,True,4
338,C240-L6000-EEH1-D0.4-B2,"Chandramohan et al., 2025",c9569ab083fca0d777de5affdb50c53f,11.94,True,4
339,C240-L6000-EEH3-D0.4-B2,"Chandramohan et al., 2025",e673cac1a62758dc197dc18bc191f946,11.75,True,4
340,C240-L6000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",dca14988b4f1fa478dad1bdc7855d8c1,11.76,True,4
341,C240-L6000-EEH3-D0.4-B2.5,"Chandramohan et al., 2025",ce18f7262e7c08225218a62d1835e574,11.6,True,4
342,C240-L6000-EEH1-D0.4-B3,"Chandramohan et al., 2025",963c279579687325cf65d7816d746cda,11.58,True,4
343,C240-L6000-EEH3-D0.4-B3,"Chandramohan et al., 2025",7c92c4df9bd7cd02299e19fe67d53071,11.41,True,4
344,C240-L6000-EEH1-D0.5-B2,"Chandramohan et al., 2025",7a5b9a94283420d8345ade98fccb8343,11.67,True,4
345,C240-L6000-EEH3-D0.5-B2,"Chandramohan et al., 2025",3f06e4a668e410a05799a101e5c95d37,11.32,True,4
346,C240-L6000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",0a0dce3d81eec912054cde6bbc93e2f6,11.12,True,4
347,C240-L6000-EEH3-D0.5-B2.5,"Chandramohan et al., 2025",fd64c2006a42e1fe9eafbc7b96757843,10.97,True,4
348,C240-L6000-EEH1-D0.5-B3,"Chandramohan et al., 2025",6fd7f9f6f4f02162595aa7e4e1dc547e,10.64,True,4
349,C240-L6000-EEH3-D0.5-B3,"Chandramohan et al., 2025",fa2f4ff05f6cc78261f9adaf55d8357b,10.33,True,4
350,C240-L6000-EEH1-D0.6-B2,"Chandramohan et al., 2025",c617f30653fa0f185c22161c0b2a62b0,10.57,True,4
351,C240-L6000-EEH3-D0.6-B2,"Chandramohan et al., 2025",0bd195310aa0697ac0d23496e708abcc,10.25,True,4
352,C240-L6000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",0c41e698174bd6f8aa4d6c418a25888e,9.96,True,4
353,C240-L6000-EEH3-D0.6-B2.5,"Chandramohan et al., 2025",806dd35b8cdadc4f4ba02e0cf8b5a056,9.62,True,4
354,C240-L6000-EEH1-D0.6-B3,"Chandramohan et al., 2025",71571da1f7eb7125db563b7f1600c8ac,9.48,True,4
355,C240-L6000-EEH3-D0.6-B3,"Chandramohan et al., 2025",aa1c6d696208367d9a2169f48101faff,9.22,True,4
356,C290-L6000-EEH1-D0.4-B2,"Chandramohan et al., 2025",2176bd19b6945c30e88bb85619db4a04,18.69,True,4
357,C290-L6000-EEH3-D0.4-B2,"Chandramohan et al., 2025",3b584d5cf338a5aa11cc55dc9f21f39f,17.85,True,4
358,C290-L6000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",0a3f84b5efa3c4b1d2d6f44b8593d488,17.44,True,4
359,C290-L6000-EEH3-D0.4-B2.5,"Chandramohan et al., 2025",7c9b7f765badf7e1cb8f51e35f011395,17.3,True,4
360,C290-L6000-EEH1-D0.4-B3,"Chandramohan et al., 2025",8a6cb5e45e812e6685d0515a9e457183,17.05,True,4
361,C290-L6000-EEH3-D0.4-B3,"Chandramohan et al., 2025",094e3701ef741971d15a7132b2cb311b,16.95,True,4
362,C290-L6000-EEH1-D0.5-B2,"Chandramohan et al., 2025",45b8b2684ec6c674633f38a517f85b68,17.31,True,4
363,C290-L6000-EEH3-D0.5-B2,"Chandramohan et al., 2025",5e3949193432d06b06987eddfa4249c1,17.0,True,4
364,C290-L6000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",4569f04825bf153a0a71a1c7332330d3,16.79,True,4
365,C290-L6000-EEH3-D0.5-B2.5,"Chandramohan et al., 2025",43f60415e409cfe65620acb92d805d15,16.4,True,4
366,C290-L6000-EEH1-D0.5-B3,"Chandramohan et al., 2025",bf9141d1d5e972e6ac07dfdd3d77aed3,15.99,True,4
367,C290-L6000-EEH3-D0.5-B3,"Chandramohan et al., 2025",151c98cab4dcddd5df2bf55e31a72d5f,15.56,True,4
368,C290-L6000-EEH1-D0.6-B2,"Chandramohan et al., 2025",be4be35294a8566470750a2aa0870f82,15.93,True,4
369,C290-L6000-EEH3-D0.6-B2,"Chandramohan et al., 2025",cb8bba0ebdf2b8f24012e4eef253f1a1,15.49,True,4
370,C290-L6000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",103332ffc3b02eb9a410b370558e5ec6,15.03,True,4
371,C290-L6000-EEH3-D0.6-B2.5,"Chandramohan et al., 2025",eb6ba40bfc4c49967977c0980db5575a,14.63,True,4
372,C290-L6000-EEH1-D0.6-B3,"Chandramohan et al., 2025",bdd95f93fff398856e2d718424eaec71,14.26,True,4
373,C290-L6000-EEH3-D0.6-B3,"Chandramohan et al., 2025",47faf717b3981dc3fb3e6bb24ab6cd65,13.96,True,4
374,C240-L4000-EEH1-D0.4-B2,"Chandramohan et al., 2025",dbea8d54260120b55ccb167468cfd0a3,13.19,True,4
375,C240-L4000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",3a6058d025c067e5a6096f88eb27c737,12.8,True,8
376,C240-L4000-EEH1-D0.4-B3,"Chandramohan et al., 2025",2a073d35b4747a6a661c8b9d5dda6feb,12.38,True,4
377,C240-L4000-EEH1-D0.5-B2,"Chandramohan et al., 2025",35b086c56c1da39f676a89c278f18d32,12.6,True,4
378,C240-L4000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",3a6058d025c067e5a6096f88eb27c737,12.15,True,8
379,C240-L4000-EEH1-D0.6-B2,"Chandramohan et al., 2025",59fecd56b78272f1d5e6a484b879111d,11.66,True,4
380,C240-L4000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",32aaa2ed42c53faed9459296d9a47a07,12.33,True,4
381,C240-L4000-EEH1-D0.6-B3,"Chandramohan et al., 2025",acad8dbfe68453bbe86deaac24b75ea7,11.13,True,4
382,C290-L4000-EEH1-D0.4-B2,"Chandramohan et al., 2025",4a3b5d46e3e56b67a0534c3407129cca,10.59,True,4
383,C290-L4000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",f5814afc550613e91b5d98ff95df50a8,19.33,True,4
384,C290-L4000-EEH1-D0.5-B2,"Chandramohan et al., 2025",58a87aa47bf76dabb1dbabb997624f4f,18.11,True,4
385,C290-L4000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",a9c9456452c123728eaef475c3bd517a,18.69,True,4
386,C290-L4000-EEH1-D0.6-B2,"Chandramohan et al., 2025",5a518b3aee9b0e1de4087aca08657ee4,18.32,True,4
387,C290-L4000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",fbd1fa24cec5dd06582e6970f5ac1806,17.64,True,4
388,C290-L4000-EEH1-D0.6-B3,"Chandramohan et al., 2025",1661bd3b90b4b91d0c93ee7f1a041f5f,17.6,True,4
389,C240-L6000-EEH1-D0.4-B2,"Chandramohan et al., 2025",c9569ab083fca0d777de5affdb50c53f,11.92,True,4
390,C240-L6000-EEH3-D0.4-B2,"Chandramohan et al., 2025",e673cac1a62758dc197dc18bc191f946,11.74,True,4
391,C240-L6000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",dca14988b4f1fa478dad1bdc7855d8c1,11.74,True,4
392,C240-L6000-EEH3-D0.4-B2.5,"Chandramohan et al., 2025",ce18f7262e7c08225218a62d1835e574,11.62,True,4
393,C240-L6000-EEH1-D0.4-B3,"Chandramohan et al., 2025",963c279579687325cf65d7816d746cda,11.56,True,4
394,C240-L6000-EEH3-D0.4-B3,"Chandramohan et al., 2025",7c92c4df9bd7cd02299e19fe67d53071,11.38,True,4
395,C240-L6000-EEH1-D0.5-B2,"Chandramohan et al., 2025",7a5b9a94283420d8345ade98fccb8343,11.55,True,4
396,C240-L6000-EEH3-D0.5-B2,"Chandramohan et al., 2025",3f06e4a668e410a05799a101e5c95d37,11.29,True,4
397,C240-L6000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",0a0dce3d81eec912054cde6bbc93e2f6,11.1,True,4
398,C240-L6000-EEH3-D0.5-B2.5,"Chandramohan et al., 2025",fd64c2006a42e1fe9eafbc7b96757843,10.96,True,4
399,C240-L6000-EEH1-D0.5-B3,"Chandramohan et al., 2025",6fd7f9f6f4f02162595aa7e4e1dc547e,10.61,True,4
400,C240-L6000-EEH3-D0.5-B3,"Chandramohan et al., 2025",fa2f4ff05f6cc78261f9adaf55d8357b,10.35,True,4
401,C240-L6000-EEH1-D0.6-B2,"Chandramohan et al., 2025",c617f30653fa0f185c22161c0b2a62b0,10.48,True,4
402,C240-L6000-EEH3-D0.6-B2,"Chandramohan et al., 2025",0bd195310aa0697ac0d23496e708abcc,10.19,True,4
403,C240-L6000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",0c41e698174bd6f8aa4d6c418a25888e,9.91,True,4
404,C240-L6000-EEH3-D0.6-B2.5,"Chandramohan et al., 2025",806dd35b8cdadc4f4ba02e0cf8b5a056,9.59,True,4
405,C240-L6000-EEH1-D0.6-B3,"Chandramohan et al., 2025",71571da1f7eb7125db563b7f1600c8ac,9.44,True,4
406,C240-L6000-EEH3-D0.6-B3,"Chandramohan et al., 2025",aa1c6d696208367d9a2169f48101faff,9.19,True,4
407,C290-L6000-EEH1-D0.4-B2,"Chandramohan et al., 2025",2176bd19b6945c30e88bb85619db4a04,18.63,True,4
408,C290-L6000-EEH3-D0.4-B2,"Chandramohan et al., 2025",3b584d5cf338a5aa11cc55dc9f21f39f,17.8,True,4
409,C290-L6000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",0a3f84b5efa3c4b1d2d6f44b8593d488,17.38,True,4
410,C290-L6000-EEH3-D0.4-B2.5,"Chandramohan et al., 2025",7c9b7f765badf7e1cb8f51e35f011395,17.24,True,4
411,C290-L6000-EEH1-D0.4-B3,"Chandramohan et al., 2025",8a6cb5e45e812e6685d0515a9e457183,17.01,True,4
412,C290-L6000-EEH3-D0.4-B3,"Chandramohan et al., 2025",094e3701ef741971d15a7132b2cb311b,16.93,True,4
413,C290-L6000-EEH1-D0.5-B2,"Chandramohan et al., 2025",45b8b2684ec6c674633f38a517f85b68,17.26,True,4
414,C290-L6000-EEH3-D0.5-B2,"Chandramohan et al., 2025",5e3949193432d06b06987eddfa4249c1,16.92,True,4
415,C290-L6000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",4569f04825bf153a0a71a1c7332330d3,16.7,True,4
416,C290-L6000-EEH3-D0.5-B2.5,"Chandramohan et al., 2025",43f60415e409cfe65620acb92d805d15,16.28,True,4
417,C290-L6000-EEH1-D0.5-B3,"Chandramohan et al., 2025",bf9141d1d5e972e6ac07dfdd3d77aed3,15.89,True,4
418,C290-L6000-EEH3-D0.5-B3,"Chandramohan et al., 2025",151c98cab4dcddd5df2bf55e31a72d5f,15.49,True,4
419,C290-L6000-EEH1-D0.6-B2,"Chandramohan et al., 2025",be4be35294a8566470750a2aa0870f82,15.87,True,4
420,C290-L6000-EEH3-D0.6-B2,"Chandramohan et al., 2025",cb8bba0ebdf2b8f24012e4eef253f1a1,15.44,True,4
421,C290-L6000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",103332ffc3b02eb9a410b370558e5ec6,14.9,True,4
422,C290-L6000-EEH3-D0.6-B2.5,"Chandramohan et al., 2025",eb6ba40bfc4c49967977c0980db5575a,14.52,True,4
423,C290-L6000-EEH1-D0.6-B3,"Chandramohan et al., 2025",bdd95f93fff398856e2d718424eaec71,14.18,True,4
424,C290-L6000-EEH3-D0.6-B3,"Chandramohan et al., 2025",47faf717b3981dc3fb3e6bb24ab6cd65,13.88,True,4
425,C240-L4000-EEH1-D0.4-B2,"Chandramohan et al., 2025",dbea8d54260120b55ccb167468cfd0a3,13.16,True,4
426,C240-L4000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",3a6058d025c067e5a6096f88eb27c737,12.78,True,8
427,C240-L4000-EEH1-D0.4-B3,"Chandramohan et al., 2025",2a073d35b4747a6a661c8b9d5dda6feb,12.36,True,4
428,C240-L4000-EEH1-D0.5-B2,"Chandramohan et al., 2025",35b086c56c1da39f676a89c278f18d32,12.58,True,4
429,C240-L4000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",3a6058d025c067e5a6096f88eb27c737,12.13,True,8
430,C240-L4000-EEH1-D0.6-B2,"Chandramohan et al., 2025",59fecd56b78272f1d5e6a484b879111d,11.65,True,4
431,C240-L4000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",32aaa2ed42c53faed9459296d9a47a07,12.31,True,4
432,C240-L4000-EEH1-D0.6-B3,"Chandramohan et al., 2025",acad8dbfe68453bbe86deaac24b75ea7,11.11,True,4
433,C290-L4000-EEH1-D0.4-B2,"Chandramohan et al., 2025",4a3b5d46e3e56b67a0534c3407129cca,10.52,True,4
434,C290-L4000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",f5814afc550613e91b5d98ff95df50a8,19.26,True,4
435,C290-L4000-EEH1-D0.5-B2,"Chandramohan et al., 2025",58a87aa47bf76dabb1dbabb997624f4f,18.05,True,4
436,C290-L4000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",a9c9456452c123728eaef475c3bd517a,18.55,True,4
437,C290-L4000-EEH1-D0.6-B2,"Chandramohan et al., 2025",5a518b3aee9b0e1de4087aca08657ee4,18.25,True,4
438,C290-L4000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",fbd1fa24cec5dd06582e6970f5ac1806,17.58,True,4
439,C290-L4000-EEH1-D0.6-B3,"Chandramohan et al., 2025",1661bd3b90b4b91d0c93ee7f1a041f5f,17.48,True,4
440,C240-L6000-EEH1-D0.4-B2,"Chandramohan et al., 2025",c9569ab083fca0d777de5affdb50c53f,11.9,True,4
441,C240-L6000-EEH3-D0.4-B2,"Chandramohan et al., 2025",e673cac1a62758dc197dc18bc191f946,11.72,True,4
442,C240-L6000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",dca14988b4f1fa478dad1bdc7855d8c1,11.72,True,4
443,C240-L6000-EEH3-D0.4-B2.5,"Chandramohan et al., 2025",ce18f7262e7c08225218a62d1835e574,11.62,True,4
444,C240-L6000-EEH1-D0.4-B3,"Chandramohan et al., 2025",963c279579687325cf65d7816d746cda,11.54,True,4
445,C240-L6000-EEH3-D0.4-B3,"Chandramohan et al., 2025",7c92c4df9bd7cd02299e19fe67d53071,11.38,True,4
446,C240-L6000-EEH1-D0.5-B2,"Chandramohan et al., 2025",7a5b9a94283420d8345ade98fccb8343,11.48,True,4
447,C240-L6000-EEH3-D0.5-B2,"Chandramohan et al., 2025",3f06e4a668e410a05799a101e5c95d37,11.2,True,4
448,C240-L6000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",0a0dce3d81eec912054cde6bbc93e2f6,11.08,True,4
449,C240-L6000-EEH3-D0.5-B2.5,"Chandramohan et al., 2025",fd64c2006a42e1fe9eafbc7b96757843,10.93,True,4
450,C240-L6000-EEH1-D0.5-B3,"Chandramohan et al., 2025",6fd7f9f6f4f02162595aa7e4e1dc547e,10.6,True,4
451,C240-L6000-EEH3-D0.5-B3,"Chandramohan et al., 2025",fa2f4ff05f6cc78261f9adaf55d8357b,10.34,True,4
452,C240-L6000-EEH1-D0.6-B2,"Chandramohan et al., 2025",c617f30653fa0f185c22161c0b2a62b0,10.39,True,4
453,C240-L6000-EEH3-D0.6-B2,"Chandramohan et al., 2025",0bd195310aa0697ac0d23496e708abcc,10.13,True,4
454,C240-L6000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",0c41e698174bd6f8aa4d6c418a25888e,9.9,True,4
455,C240-L6000-EEH3-D0.6-B2.5,"Chandramohan et al., 2025",806dd35b8cdadc4f4ba02e0cf8b5a056,9.67,True,4
456,C240-L6000-EEH1-D0.6-B3,"Chandramohan et al., 2025",71571da1f7eb7125db563b7f1600c8ac,9.39,True,4
457,C240-L6000-EEH3-D0.6-B3,"Chandramohan et al., 2025",aa1c6d696208367d9a2169f48101faff,9.18,True,4
458,C290-L6000-EEH1-D0.4-B2,"Chandramohan et al., 2025",2176bd19b6945c30e88bb85619db4a04,18.57,True,4
