,model_id,family,oof_mae,oof_pearson,holdout_mae,holdout_pearson,n_train,n_test
best_linear,Lasso|{'model__alpha': 0.001},linear,0.9912970775777548,0.9895031589474407,0.9570804638903023,0.9680944568941263,264,67
best_tree,"RandomForest|{'model__max_depth': None, 'model__min_samples_leaf': 1}",tree,0.9493891393097602,0.9866859307154641,0.8857886152570509,0.9726051107899849,264,67
